Year,Indicator_Name,Value
2014,"Percentage of repeaters in Grade 2 of lower secondary general education, male (%)",0.81142
2013,"Percentage of repeaters in Grade 2 of lower secondary general education, male (%)",1.32962
2011,"Percentage of repeaters in Grade 2 of lower secondary general education, male (%)",3.09
2008,"Percentage of repeaters in Grade 2 of lower secondary general education, male (%)",4.39
2006,"Percentage of repeaters in Grade 2 of lower secondary general education, male (%)",4.39
2003,"Percentage of repeaters in Grade 2 of lower secondary general education, male (%)",4.53563
2002,"Percentage of repeaters in Grade 2 of lower secondary general education, male (%)",4.52999
1989,"Percentage of repeaters in Grade 2 of lower secondary general education, male (%)",6.17839
1988,"Percentage of repeaters in Grade 2 of lower secondary general education, male (%)",5.38736
1987,"Percentage of repeaters in Grade 2 of lower secondary general education, male (%)",4.59259
2017,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)",0.37753
2016,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)",0.35328
2015,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)",0.48785
2014,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)",0.81794
2013,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)",1.36999
2011,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)",3.42197
2008,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)",5.04342
2006,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)",5.05053
2003,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)",5.16754
2002,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)",5.16101
1989,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)",5.93741
1988,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)",7.01027
1987,"Percentage of repeaters in Grade 3 of lower secondary general education, both sexes (%)",5.16102
2017,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)",0.35415
2016,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)",0.33538
2015,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)",0.47356
2014,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)",0.83323
2013,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)",1.3995
2011,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)",3.31
2008,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)",4.72
2006,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)",4.71999
2003,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)",4.88646
2002,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)",4.89
1989,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)",5.98681
1988,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)",6.79546
1987,"Percentage of repeaters in Grade 3 of lower secondary general education, female (%)",5.2053
2017,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)",0.39968
2016,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)",0.37031
2015,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)",0.50141
2014,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)",0.80344
2013,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)",1.34186
2011,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)",3.52
2008,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)",5.31
2006,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)",5.31
2003,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)",5.38002
2002,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)",5.35
1989,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)",5.91175
1988,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)",7.1223
1987,"Percentage of repeaters in Grade 3 of lower secondary general education, male (%)",5.13847
2017,"Percentage of repeaters in lower secondary general education, all grades, male (%)",0.39849
2016,"Percentage of repeaters in lower secondary general education, all grades, male (%)",0.37017
2015,"Percentage of repeaters in lower secondary general education, all grades, male (%)",0.50549
2014,"Percentage of repeaters in lower secondary general education, all grades, male (%)",0.82007
2013,"Percentage of repeaters in lower secondary general education, all grades, male (%)",1.35622
2011,"Percentage of repeaters in lower secondary general education, all grades, male (%)",3.41279
2008,"Percentage of repeaters in lower secondary general education, all grades, male (%)",4.97679
2006,"Percentage of repeaters in lower secondary general education, all grades, male (%)",4.97875
2003,"Percentage of repeaters in lower secondary general education, all grades, male (%)",5.06425
2002,"Percentage of repeaters in lower secondary general education, all grades, male (%)",5.05047
2016,"Repetition rate in Grade 1 of primary education, both sexes (%)",0.85658
2015,"Repetition rate in Grade 1 of primary education, both sexes (%)",0.80883
2014,"Repetition rate in Grade 1 of primary education, both sexes (%)",1.15893
2013,"Repetition rate in Grade 1 of primary education, both sexes (%)",2.11789
2010,"Repetition rate in Grade 1 of primary education, both sexes (%)",8.35023
2009,"Repetition rate in Grade 1 of primary education, both sexes (%)",5.41344
2008,"Repetition rate in Grade 1 of primary education, both sexes (%)",4.75098
2007,"Repetition rate in Grade 1 of primary education, both sexes (%)",3.64407
2003,"Repetition rate in Grade 1 of primary education, both sexes (%)",3.48559
2002,"Repetition rate in Grade 1 of primary education, both sexes (%)",3.93354
2001,"Repetition rate in Grade 1 of primary education, both sexes (%)",3.53297
2000,"Repetition rate in Grade 1 of primary education, both sexes (%)",3.56311
1999,"Repetition rate in Grade 1 of primary education, both sexes (%)",3.99032
1994,"Repetition rate in Grade 1 of primary education, both sexes (%)",3.72413
1987,"Repetition rate in Grade 1 of primary education, both sexes (%)",4.60086
1986,"Repetition rate in Grade 1 of primary education, both sexes (%)",3.97455
1973,"Repetition rate in Grade 1 of primary education, both sexes (%)",20.21224
2016,"Repetition rate in Grade 1 of primary education, female (%)",0.8461
2015,"Repetition rate in Grade 1 of primary education, female (%)",0.79432
2014,"Repetition rate in Grade 1 of primary education, female (%)",1.14622
2013,"Repetition rate in Grade 1 of primary education, female (%)",2.09517
2010,"Repetition rate in Grade 1 of primary education, female (%)",8.23767
2009,"Repetition rate in Grade 1 of primary education, female (%)",5.36735
2008,"Repetition rate in Grade 1 of primary education, female (%)",4.75891
2007,"Repetition rate in Grade 1 of primary education, female (%)",3.71855
2003,"Repetition rate in Grade 1 of primary education, female (%)",3.3919
2002,"Repetition rate in Grade 1 of primary education, female (%)",4.30263
2001,"Repetition rate in Grade 1 of primary education, female (%)",3.56006
2000,"Repetition rate in Grade 1 of primary education, female (%)",3.59972
1999,"Repetition rate in Grade 1 of primary education, female (%)",4.11755
1994,"Repetition rate in Grade 1 of primary education, female (%)",3.77746
1987,"Repetition rate in Grade 1 of primary education, female (%)",4.53427
1986,"Repetition rate in Grade 1 of primary education, female (%)",4.09128
1973,"Repetition rate in Grade 1 of primary education, female (%)",19.51445
2016,"Repetition rate in Grade 1 of primary education, male (%)",0.86629
2015,"Repetition rate in Grade 1 of primary education, male (%)",0.82226
2014,"Repetition rate in Grade 1 of primary education, male (%)",1.1707
2013,"Repetition rate in Grade 1 of primary education, male (%)",2.13889
2010,"Repetition rate in Grade 1 of primary education, male (%)",8.45275
2009,"Repetition rate in Grade 1 of primary education, male (%)",5.45522
2008,"Repetition rate in Grade 1 of primary education, male (%)",4.74396
2007,"Repetition rate in Grade 1 of primary education, male (%)",3.57997
2003,"Repetition rate in Grade 1 of primary education, male (%)",3.5702
2002,"Repetition rate in Grade 1 of primary education, male (%)",3.64575
2001,"Repetition rate in Grade 1 of primary education, male (%)",3.51174
2000,"Repetition rate in Grade 1 of primary education, male (%)",3.53438
1999,"Repetition rate in Grade 1 of primary education, male (%)",3.89029
1994,"Repetition rate in Grade 1 of primary education, male (%)",3.6821
1987,"Repetition rate in Grade 1 of primary education, male (%)",4.65008
1986,"Repetition rate in Grade 1 of primary education, male (%)",3.89306
1973,"Repetition rate in Grade 1 of primary education, male (%)",20.66339
2016,"Repetition rate in Grade 2 of primary education, both sexes (%)",0.53089
2015,"Repetition rate in Grade 2 of primary education, both sexes (%)",0.49766
2014,"Repetition rate in Grade 2 of primary education, both sexes (%)",0.73902
2013,"Repetition rate in Grade 2 of primary education, both sexes (%)",1.15414
2001,"Repetition rate in Grade 2 of primary education, both sexes (%)",2.67532
2000,"Repetition rate in Grade 2 of primary education, both sexes (%)",2.65163
1999,"Repetition rate in Grade 2 of primary education, both sexes (%)",2.94007
1994,"Repetition rate in Grade 2 of primary education, both sexes (%)",2.92406
1987,"Repetition rate in Grade 2 of primary education, both sexes (%)",2.96275
1986,"Repetition rate in Grade 2 of primary education, both sexes (%)",3.28968
1973,"Repetition rate in Grade 2 of primary education, both sexes (%)",17.35855
2016,"Repetition rate in Grade 2 of primary education, female (%)",0.52349
2015,"Repetition rate in Grade 2 of primary education, female (%)",0.48542
2013,"Repetition rate in Grade 2 of primary education, female (%)",1.13637
2001,"Repetition rate in Grade 2 of primary education, female (%)",2.80284
2000,"Repetition rate in Grade 2 of primary education, female (%)",2.71863
1999,"Repetition rate in Grade 2 of primary education, female (%)",2.98788
1994,"Repetition rate in Grade 2 of primary education, female (%)",2.90568
1987,"Repetition rate in Grade 2 of primary education, female (%)",2.94276
1986,"Repetition rate in Grade 2 of primary education, female (%)",3.30474
1973,"Repetition rate in Grade 2 of primary education, female (%)",17.48567
2016,"Repetition rate in Grade 2 of primary education, male (%)",0.53782
2015,"Repetition rate in Grade 2 of primary education, male (%)",0.50904
2013,"Repetition rate in Grade 2 of primary education, male (%)",1.17075
2001,"Repetition rate in Grade 2 of primary education, male (%)",2.57608
2000,"Repetition rate in Grade 2 of primary education, male (%)",2.59909
1999,"Repetition rate in Grade 2 of primary education, male (%)",2.90253
1994,"Repetition rate in Grade 2 of primary education, male (%)",2.93833
1987,"Repetition rate in Grade 2 of primary education, male (%)",2.97645
1986,"Repetition rate in Grade 2 of primary education, male (%)",3.27898
1973,"Repetition rate in Grade 2 of primary education, male (%)",17.27988
2016,"Repetition rate in Grade 3 of primary education, both sexes (%)",0.47302
2015,"Repetition rate in Grade 3 of primary education, both sexes (%)",0.43727
2014,"Repetition rate in Grade 3 of primary education, both sexes (%)",0.6325
2013,"Repetition rate in Grade 3 of primary education, both sexes (%)",1.00003
2001,"Repetition rate in Grade 3 of primary education, both sexes (%)",3.90383
2000,"Repetition rate in Grade 3 of primary education, both sexes (%)",3.93281
1999,"Repetition rate in Grade 3 of primary education, both sexes (%)",6.02934
1994,"Repetition rate in Grade 3 of primary education, both sexes (%)",3.16152
1987,"Repetition rate in Grade 3 of primary education, both sexes (%)",3.84248
1986,"Repetition rate in Grade 3 of primary education, both sexes (%)",3.54062
1973,"Repetition rate in Grade 3 of primary education, both sexes (%)",16.0654
2016,"Repetition rate in Grade 3 of primary education, female (%)",0.46146
2015,"Repetition rate in Grade 3 of primary education, female (%)",0.41997
2013,"Repetition rate in Grade 3 of primary education, female (%)",0.98717
2001,"Repetition rate in Grade 3 of primary education, female (%)",4.07966
2000,"Repetition rate in Grade 3 of primary education, female (%)",4.08975
1999,"Repetition rate in Grade 3 of primary education, female (%)",5.45686
1994,"Repetition rate in Grade 3 of primary education, female (%)",3.20049
1987,"Repetition rate in Grade 3 of primary education, female (%)",3.79723
1986,"Repetition rate in Grade 3 of primary education, female (%)",3.64806
1973,"Repetition rate in Grade 3 of primary education, female (%)",16.51067
2016,"Repetition rate in Grade 3 of primary education, male (%)",0.48383
2015,"Repetition rate in Grade 3 of primary education, male (%)",0.45346
2013,"Repetition rate in Grade 3 of primary education, male (%)",1.01216
2001,"Repetition rate in Grade 3 of primary education, male (%)",3.76607
2000,"Repetition rate in Grade 3 of primary education, male (%)",3.81134
1999,"Repetition rate in Grade 3 of primary education, male (%)",6.4716
1994,"Repetition rate in Grade 3 of primary education, male (%)",3.1326
1987,"Repetition rate in Grade 3 of primary education, male (%)",3.87357
1986,"Repetition rate in Grade 3 of primary education, male (%)",3.46845
1973,"Repetition rate in Grade 3 of primary education, male (%)",15.79987
2016,"Repetition rate in Grade 4 of primary education, both sexes (%)",0.43784
2015,"Repetition rate in Grade 4 of primary education, both sexes (%)",0.45609
2014,"Repetition rate in Grade 4 of primary education, both sexes (%)",0.63438
2013,"Repetition rate in Grade 4 of primary education, both sexes (%)",1.02635
2001,"Repetition rate in Grade 4 of primary education, both sexes (%)",4.1878
2000,"Repetition rate in Grade 4 of primary education, both sexes (%)",4.31424
1999,"Repetition rate in Grade 4 of primary education, both sexes (%)",4.55163
1994,"Repetition rate in Grade 4 of primary education, both sexes (%)",5.26633
1987,"Repetition rate in Grade 4 of primary education, both sexes (%)",4.97894
1986,"Repetition rate in Grade 4 of primary education, both sexes (%)",4.74896
1973,"Repetition rate in Grade 4 of primary education, both sexes (%)",16.49421
2016,"Repetition rate in Grade 4 of primary education, female (%)",0.42512
2015,"Repetition rate in Grade 4 of primary education, female (%)",0.43865
2013,"Repetition rate in Grade 4 of primary education, female (%)",1.00643
2001,"Repetition rate in Grade 4 of primary education, female (%)",4.16559
2000,"Repetition rate in Grade 4 of primary education, female (%)",4.26114
1999,"Repetition rate in Grade 4 of primary education, female (%)",4.51157
1994,"Repetition rate in Grade 4 of primary education, female (%)",6.71159
1987,"Repetition rate in Grade 4 of primary education, female (%)",4.73301
1986,"Repetition rate in Grade 4 of primary education, female (%)",4.54853
1973,"Repetition rate in Grade 4 of primary education, female (%)",15.48533
2016,"Repetition rate in Grade 4 of primary education, male (%)",0.44976
2015,"Repetition rate in Grade 4 of primary education, male (%)",0.4724
2013,"Repetition rate in Grade 4 of primary education, male (%)",1.04522
2001,"Repetition rate in Grade 4 of primary education, male (%)",4.20512
2000,"Repetition rate in Grade 4 of primary education, male (%)",4.35508
1999,"Repetition rate in Grade 4 of primary education, male (%)",4.58205
1994,"Repetition rate in Grade 4 of primary education, male (%)",4.20963
1987,"Repetition rate in Grade 4 of primary education, male (%)",5.14098
1986,"Repetition rate in Grade 4 of primary education, male (%)",4.87725
1973,"Repetition rate in Grade 4 of primary education, male (%)",17.06976
2016,"Repetition rate in Grade 5 of primary education, both sexes (%)",0.45303
2015,"Repetition rate in Grade 5 of primary education, both sexes (%)",0.39301
2014,"Repetition rate in Grade 5 of primary education, both sexes (%)",0.56464
2013,"Repetition rate in Grade 5 of primary education, both sexes (%)",0.9613
2010,"Repetition rate in Grade 5 of primary education, both sexes (%)",3.66808
2008,"Repetition rate in Grade 5 of primary education, both sexes (%)",3.99001
2002,"Repetition rate in Grade 5 of primary education, both sexes (%)",4.58119
2001,"Repetition rate in Grade 5 of primary education, both sexes (%)",4.51946
2000,"Repetition rate in Grade 5 of primary education, both sexes (%)",4.37397
1999,"Repetition rate in Grade 5 of primary education, both sexes (%)",4.13341
1994,"Repetition rate in Grade 5 of primary education, both sexes (%)",3.78824
1987,"Repetition rate in Grade 5 of primary education, both sexes (%)",5.2509
1986,"Repetition rate in Grade 5 of primary education, both sexes (%)",4.21782
1973,"Repetition rate in Grade 5 of primary education, both sexes (%)",13.88049
2016,"Repetition rate in Grade 5 of primary education, female (%)",0.43987
2015,"Repetition rate in Grade 5 of primary education, female (%)",0.37681
2013,"Repetition rate in Grade 5 of primary education, female (%)",0.95232
2010,"Repetition rate in Grade 5 of primary education, female (%)",3.61864
2008,"Repetition rate in Grade 5 of primary education, female (%)",3.87015
2002,"Repetition rate in Grade 5 of primary education, female (%)",4.74955
2001,"Repetition rate in Grade 5 of primary education, female (%)",4.44762
2000,"Repetition rate in Grade 5 of primary education, female (%)",4.36639
1999,"Repetition rate in Grade 5 of primary education, female (%)",4.05793
1994,"Repetition rate in Grade 5 of primary education, female (%)",3.78586
1987,"Repetition rate in Grade 5 of primary education, female (%)",5.05491
1986,"Repetition rate in Grade 5 of primary education, female (%)",4.30719
1973,"Repetition rate in Grade 5 of primary education, female (%)",16.65242
2016,"Repetition rate in Grade 5 of primary education, male (%)",0.46535
2015,"Repetition rate in Grade 5 of primary education, male (%)",0.40824
2013,"Repetition rate in Grade 5 of primary education, male (%)",0.9698
2010,"Repetition rate in Grade 5 of primary education, male (%)",3.71254
2008,"Repetition rate in Grade 5 of primary education, male (%)",4.09809
2002,"Repetition rate in Grade 5 of primary education, male (%)",4.45221
2001,"Repetition rate in Grade 5 of primary education, male (%)",4.57412
2000,"Repetition rate in Grade 5 of primary education, male (%)",4.37956
1999,"Repetition rate in Grade 5 of primary education, male (%)",4.18833
1994,"Repetition rate in Grade 5 of primary education, male (%)",3.78987
1987,"Repetition rate in Grade 5 of primary education, male (%)",5.37268
1986,"Repetition rate in Grade 5 of primary education, male (%)",4.163
1973,"Repetition rate in Grade 5 of primary education, male (%)",12.41189
2013,"Rate of out-of-school children of primary school age, both sexes (%)",2.26997
2012,"Rate of out-of-school children of primary school age, both sexes (%)",3.00229
2011,"Rate of out-of-school children of primary school age, both sexes (%)",4.23001
2010,"Rate of out-of-school children of primary school age, both sexes (%)",3.7934
2009,"Rate of out-of-school children of primary school age, both sexes (%)",4.34096
2008,"Rate of out-of-school children of primary school age, both sexes (%)",2.99872
2007,"Rate of out-of-school children of primary school age, both sexes (%)",3.01956
2003,"Rate of out-of-school children of primary school age, both sexes (%)",11.26904
2002,"Rate of out-of-school children of primary school age, both sexes (%)",16.10088
2001,"Rate of out-of-school children of primary school age, both sexes (%)",15.90662
2000,"Rate of out-of-school children of primary school age, both sexes (%)",15.83298
1990,"Rate of out-of-school children of primary school age, both sexes (%)",22.49971
1971,"Rate of out-of-school children of primary school age, both sexes (%)",38.64203
2013,"Rate of out-of-school children of primary school age, female (%)",1.55137
2012,"Rate of out-of-school children of primary school age, female (%)",2.28471
2011,"Rate of out-of-school children of primary school age, female (%)",2.81425
2010,"Rate of out-of-school children of primary school age, female (%)",2.80085
2009,"Rate of out-of-school children of primary school age, female (%)",3.1034
2008,"Rate of out-of-school children of primary school age, female (%)",2.34675
2007,"Rate of out-of-school children of primary school age, female (%)",3.7816
2003,"Rate of out-of-school children of primary school age, female (%)",12.66592
2002,"Rate of out-of-school children of primary school age, female (%)",22.21675
2001,"Rate of out-of-school children of primary school age, female (%)",22.62241
2000,"Rate of out-of-school children of primary school age, female (%)",23.34711
1990,"Rate of out-of-school children of primary school age, female (%)",34.58537
1971,"Rate of out-of-school children of primary school age, female (%)",51.82054
2013,"Rate of out-of-school children of primary school age, male (%)",2.91273
2012,"Rate of out-of-school children of primary school age, male (%)",3.64424
2011,"Rate of out-of-school children of primary school age, male (%)",5.49758
2010,"Rate of out-of-school children of primary school age, male (%)",4.68328
2009,"Rate of out-of-school children of primary school age, male (%)",5.45212
2008,"Rate of out-of-school children of primary school age, male (%)",3.5849
2007,"Rate of out-of-school children of primary school age, male (%)",2.33359
2003,"Rate of out-of-school children of primary school age, male (%)",10.00488
2002,"Rate of out-of-school children of primary school age, male (%)",10.55102
2001,"Rate of out-of-school children of primary school age, male (%)",9.79022
2000,"Rate of out-of-school children of primary school age, male (%)",8.95666
1990,"Rate of out-of-school children of primary school age, male (%)",11.25387
1971,"Rate of out-of-school children of primary school age, male (%)",26.41146
2013,"Rate of out-of-school adolescents of lower secondary school age, both sexes (%)",14.75281
2013,"Rate of out-of-school adolescents of lower secondary school age, female (%)",11.96165
2013,"Rate of out-of-school adolescents of lower secondary school age, male (%)",17.25643
2018,"Population of the official entrance age to primary education, both sexes (number)",24791530
2017,"Population of the official entrance age to primary education, both sexes (number)",25117624
2016,"Population of the official entrance age to primary education, both sexes (number)",25332558
2015,"Population of the official entrance age to primary education, both sexes (number)",25503925
2014,"Population of the official entrance age to primary education, both sexes (number)",25603106
2013,"Population of the official entrance age to primary education, both sexes (number)",25646047
2012,"Population of the official entrance age to primary education, both sexes (number)",25649991
2011,"Population of the official entrance age to primary education, both sexes (number)",25628904
2010,"Population of the official entrance age to primary education, both sexes (number)",25618318
2009,"Population of the official entrance age to primary education, both sexes (number)",25563284
2008,"Population of the official entrance age to primary education, both sexes (number)",25472765
2007,"Population of the official entrance age to primary education, both sexes (number)",25354538
2006,"Population of the official entrance age to primary education, both sexes (number)",25217726
2005,"Population of the official entrance age to primary education, both sexes (number)",25119392
2004,"Population of the official entrance age to primary education, both sexes (number)",24967275
2003,"Population of the official entrance age to primary education, both sexes (number)",24790797
2002,"Population of the official entrance age to primary education, both sexes (number)",24612537
2001,"Population of the official entrance age to primary education, both sexes (number)",24453745
2000,"Population of the official entrance age to primary education, both sexes (number)",24386265
1999,"Population of the official entrance age to primary education, both sexes (number)",24295861
1998,"Population of the official entrance age to primary education, both sexes (number)",24176831
1997,"Population of the official entrance age to primary education, both sexes (number)",24026407
1996,"Population of the official entrance age to primary education, both sexes (number)",23839386
1995,"Population of the official entrance age to primary education, both sexes (number)",23721580
1994,"Population of the official entrance age to primary education, both sexes (number)",23569533
1993,"Population of the official entrance age to primary education, both sexes (number)",23356779
1992,"Population of the official entrance age to primary education, both sexes (number)",23067946
1991,"Population of the official entrance age to primary education, both sexes (number)",22686981
1990,"Population of the official entrance age to primary education, both sexes (number)",22318908
1989,"Population of the official entrance age to primary education, both sexes (number)",21834418
1988,"Population of the official entrance age to primary education, both sexes (number)",21297070
1987,"Population of the official entrance age to primary education, both sexes (number)",20759927
1986,"Population of the official entrance age to primary education, both sexes (number)",20271539
1985,"Population of the official entrance age to primary education, both sexes (number)",19929036
1984,"Population of the official entrance age to primary education, both sexes (number)",19578326
1983,"Population of the official entrance age to primary education, both sexes (number)",19212898
1982,"Population of the official entrance age to primary education, both sexes (number)",18828786
1981,"Population of the official entrance age to primary education, both sexes (number)",18422250
1980,"Population of the official entrance age to primary education, both sexes (number)",18125530
1979,"Population of the official entrance age to primary education, both sexes (number)",17772555
1978,"Population of the official entrance age to primary education, both sexes (number)",17390644
1977,"Population of the official entrance age to primary education, both sexes (number)",17004576
1976,"Population of the official entrance age to primary education, both sexes (number)",16634234
1975,"Population of the official entrance age to primary education, both sexes (number)",16401659
1974,"Population of the official entrance age to primary education, both sexes (number)",16142072
1973,"Population of the official entrance age to primary education, both sexes (number)",15856656
1972,"Population of the official entrance age to primary education, both sexes (number)",15550134
1971,"Population of the official entrance age to primary education, both sexes (number)",15225379
1970,"Population of the official entrance age to primary education, both sexes (number)",14995102
2018,"Population of the official entrance age to primary education, female (number)",11730508
2017,"Population of the official entrance age to primary education, female (number)",11881867
2016,"Population of the official entrance age to primary education, female (number)",11979725
2015,"Population of the official entrance age to primary education, female (number)",12056654
2014,"Population of the official entrance age to primary education, female (number)",12097085
2013,"Population of the official entrance age to primary education, female (number)",12110993
2012,"Population of the official entrance age to primary education, female (number)",12108601
2011,"Population of the official entrance age to primary education, female (number)",12098334
2010,"Population of the official entrance age to primary education, female (number)",12099206
2009,"Population of the official entrance age to primary education, female (number)",12081411
2008,"Population of the official entrance age to primary education, female (number)",12047550
2007,"Population of the official entrance age to primary education, female (number)",11999942
2006,"Population of the official entrance age to primary education, female (number)",11941694
2005,"Population of the official entrance age to primary education, female (number)",11903954
2004,"Population of the official entrance age to primary education, female (number)",11835415
2003,"Population of the official entrance age to primary education, female (number)",11754938
2002,"Population of the official entrance age to primary education, female (number)",11677085
2001,"Population of the official entrance age to primary education, female (number)",11615402
2000,"Population of the official entrance age to primary education, female (number)",11609536
1999,"Population of the official entrance age to primary education, female (number)",11596160
1998,"Population of the official entrance age to primary education, female (number)",11567938
1997,"Population of the official entrance age to primary education, female (number)",11520132
1996,"Population of the official entrance age to primary education, female (number)",11446889
1995,"Population of the official entrance age to primary education, female (number)",11406271
1994,"Population of the official entrance age to primary education, female (number)",11341506
1993,"Population of the official entrance age to primary education, female (number)",11243089
1992,"Population of the official entrance age to primary education, female (number)",11106586
1991,"Population of the official entrance age to primary education, female (number)",10926781
1990,"Population of the official entrance age to primary education, female (number)",10758711
1989,"Population of the official entrance age to primary education, female (number)",10532505
1988,"Population of the official entrance age to primary education, female (number)",10278452
1987,"Population of the official entrance age to primary education, female (number)",10021953
1986,"Population of the official entrance age to primary education, female (number)",9786320
1985,"Population of the official entrance age to primary education, female (number)",9625165
1984,"Population of the official entrance age to primary education, female (number)",9455292
1983,"Population of the official entrance age to primary education, female (number)",9275701
1982,"Population of the official entrance age to primary education, female (number)",9086399
1981,"Population of the official entrance age to primary education, female (number)",8887221
1980,"Population of the official entrance age to primary education, female (number)",8747941
1979,"Population of the official entrance age to primary education, female (number)",8579635
1978,"Population of the official entrance age to primary education, female (number)",8395676
1977,"Population of the official entrance age to primary education, female (number)",8208415
1976,"Population of the official entrance age to primary education, female (number)",8027653
1975,"Population of the official entrance age to primary education, female (number)",7918445
1974,"Population of the official entrance age to primary education, female (number)",7793895
1973,"Population of the official entrance age to primary education, female (number)",7655060
1972,"Population of the official entrance age to primary education, female (number)",7504775
1971,"Population of the official entrance age to primary education, female (number)",7344734
1970,"Population of the official entrance age to primary education, female (number)",7236485
2018,"Population of the official entrance age to primary education, male (number)",13061022
2017,"Population of the official entrance age to primary education, male (number)",13235757
2016,"Population of the official entrance age to primary education, male (number)",13352833
2015,"Population of the official entrance age to primary education, male (number)",13447271
2014,"Population of the official entrance age to primary education, male (number)",13506021
2013,"Population of the official entrance age to primary education, male (number)",13535054
2012,"Population of the official entrance age to primary education, male (number)",13541390
2011,"Population of the official entrance age to primary education, male (number)",13530570
2010,"Population of the official entrance age to primary education, male (number)",13519112
2009,"Population of the official entrance age to primary education, male (number)",13481873
2008,"Population of the official entrance age to primary education, male (number)",13425215
2007,"Population of the official entrance age to primary education, male (number)",13354596
2006,"Population of the official entrance age to primary education, male (number)",13276032
2005,"Population of the official entrance age to primary education, male (number)",13215438
2004,"Population of the official entrance age to primary education, male (number)",13131860
2003,"Population of the official entrance age to primary education, male (number)",13035859
2002,"Population of the official entrance age to primary education, male (number)",12935452
2001,"Population of the official entrance age to primary education, male (number)",12838343
2000,"Population of the official entrance age to primary education, male (number)",12776729
1999,"Population of the official entrance age to primary education, male (number)",12699701
1998,"Population of the official entrance age to primary education, male (number)",12608893
1997,"Population of the official entrance age to primary education, male (number)",12506275
1996,"Population of the official entrance age to primary education, male (number)",12392497
1995,"Population of the official entrance age to primary education, male (number)",12315309
1994,"Population of the official entrance age to primary education, male (number)",12228027
1993,"Population of the official entrance age to primary education, male (number)",12113690
1992,"Population of the official entrance age to primary education, male (number)",11961360
1991,"Population of the official entrance age to primary education, male (number)",11760200
1990,"Population of the official entrance age to primary education, male (number)",11560197
1989,"Population of the official entrance age to primary education, male (number)",11301913
1988,"Population of the official entrance age to primary education, male (number)",11018618
1987,"Population of the official entrance age to primary education, male (number)",10737974
1986,"Population of the official entrance age to primary education, male (number)",10485219
1985,"Population of the official entrance age to primary education, male (number)",10303871
1984,"Population of the official entrance age to primary education, male (number)",10123034
1983,"Population of the official entrance age to primary education, male (number)",9937197
1982,"Population of the official entrance age to primary education, male (number)",9742387
1981,"Population of the official entrance age to primary education, male (number)",9535029
1980,"Population of the official entrance age to primary education, male (number)",9377589
1979,"Population of the official entrance age to primary education, male (number)",9192920
1978,"Population of the official entrance age to primary education, male (number)",8994968
1977,"Population of the official entrance age to primary education, male (number)",8796161
1976,"Population of the official entrance age to primary education, male (number)",8606581
1975,"Population of the official entrance age to primary education, male (number)",8483214
1974,"Population of the official entrance age to primary education, male (number)",8348177
1973,"Population of the official entrance age to primary education, male (number)",8201596
1972,"Population of the official entrance age to primary education, male (number)",8045359
1971,"Population of the official entrance age to primary education, male (number)",7880645
1970,"Population of the official entrance age to primary education, male (number)",7758617
2017,"School age population, post-secondary non-tertiary education, both sexes (number)",49105143
2016,"School age population, post-secondary non-tertiary education, both sexes (number)",48778498
2015,"School age population, post-secondary non-tertiary education, both sexes (number)",48447374
2014,"School age population, post-secondary non-tertiary education, both sexes (number)",48079115
2013,"School age population, post-secondary non-tertiary education, both sexes (number)",47714371
